id,rideHailManagerId,vehicleType,initialLocationX,initialLocationY,shifts,geofenceX,geofenceY,geofenceRadius
rideHailVehicle-026303-2016000613976-0-7696442, GlobalRHM, Car,551469.0262,4170480.492,{10:25200};{25300:80000},,,
rideHailVehicle-026302-2012000031464-0-3110560, GlobalRHM, Car,545697.1369,4177003.988,{10:25200};{25300:80000},,,
rideHailVehicle-035400-2016000410053-0-7952898, GlobalRHM, Car,547812.0476,4172589.944,{10:25200};{25300:80000},,,
rideHailVehicle-021800-2013000077130-0-7568754, GlobalRHM, Car,554550.6536,4179299.822,{10:25200};{25300:80000},,,
rideHailVehicle-012000-2012001332565-0-4117871, GlobalRHM, Car,549964.2284,4182256.775,{10:25200};{25300:80000},,,
rideHailVehicle-035100-2015000185832-2-6296705, GlobalRHM, Car,547577.0036,4177496.782,{10:25200};{25300:80000},,,
rideHailVehicle-030102-2016000915765-0-7316426, GlobalRHM, Car,545146.6111,4182451.002,{10:25200};{25300:80000},,,
rideHailVehicle-032602-2016001358668-0-7062545, GlobalRHM, Car,544486.5349,4180034.785,{10:25200};{25300:80000},,,
rideHailVehicle-061100-2016001405141-2-1959581, GlobalRHM, Car,551188.9814,4186430.986,{10:25200};{25300:80000},,,
rideHailVehicle-031400-2014000788156-0-569467, GlobalRHM, Car,551857.3728,4171671.153,{10:25200};{25300:80000},,,
rideHailVehicle-015900-2014000226919-0-2977043, GlobalRHM, Car,553616.723,4181894.011,{10:25200};{25300:80000},,,
rideHailVehicle-026200-2012000899249-0-6805559, GlobalRHM, Car,546017.1604,4173135.486,{10:25200};{25300:80000},,,
rideHailVehicle-022903-2015001470545-0-6410690, GlobalRHM, Car,548913.7311,4175846.399,{10:25200};{25300:80000},,,
rideHailVehicle-023103-2014000408809-0-2346458, GlobalRHM, Car,551042.306,4176293.438,{10:25200};{25300:80000},,,
rideHailVehicle-061100-2013000363105-0-2086040, GlobalRHM, Car,554395.5984,4180128.749,{10:25200};{25300:80000},,,
rideHailVehicle-035202-2015000355565-0-1206634, GlobalRHM, Car,540446.197,4179530.234,{10:25200};{25300:80000},,,
rideHailVehicle-010200-2014000909482-0-1831504, GlobalRHM, Car,549295.4052,4188702.877,{10:25200};{25300:80000},,,
rideHailVehicle-030301-2016000012842-0-7188528, GlobalRHM, Car,543299.7581,4175574.854,{10:25200};{25300:80000},,,
rideHailVehicle-010500-2015000121225-0-4882855, GlobalRHM, Car,553152.289,4183987.462,{10:25200};{25300:80000},,,
rideHailVehicle-042601-2012001405189-0-3232414, GlobalRHM, Car,550769.3635,4183902.16,{10:25200};{25300:80000},,,
rideHailVehicle-033100-2012001472832-0-4002901, GlobalRHM, Car,540939.915,4173025.728,{10:25200};{25300:80000},,,
rideHailVehicle-031201-2016001275552-0-63284, GlobalRHM, Car,550372.9399,4172034.492,{10:25200};{25300:80000},,,
rideHailVehicle-061000-2013000498813-0-8076981, GlobalRHM, Car,559483.3636,4175790.064,{10:25200};{25300:80000},,,
rideHailVehicle-032700-2012000996623-1-6679645, GlobalRHM, Car,546441.5133,4176204.985,{10:25200};{25300:80000},,,
rideHailVehicle-060502-2016001173133-0-3874250, GlobalRHM, Car,554652.4721,4176042.623,{10:25200};{25300:80000},,,
rideHailVehicle-010400-2013000141206-0-6030422, GlobalRHM, Car,551455.1107,4185605.502,{10:25200};{25300:80000},,,
rideHailVehicle-016000-2014000088156-0-3232866, GlobalRHM, Car,546350.1161,4179763.334,{10:25200};{25300:80000},,,
rideHailVehicle-021800-2012001178100-1-6422123, GlobalRHM, Car,552337.4761,4177195.343,{10:25200};{25300:80000},,,
rideHailVehicle-032602-2015001118156-0-6041751, GlobalRHM, Car,548624.8716,4181717.182,{10:25200};{25300:80000},,,
rideHailVehicle-020700-2015001260178-0-6668093, GlobalRHM, Car,547164.2582,4183510.416,{10:25200};{25300:80000},,,
rideHailVehicle-033100-2012001472832-0-4002899, GlobalRHM, Car,545435.9385,4174003.207,{10:25200};{25300:80000},,,
rideHailVehicle-035100-2016000185194-0-317233, GlobalRHM, Car,541075.3177,4181777.442,{10:25200};{25300:80000},,,
rideHailVehicle-033000-2013001140814-1-4636709, GlobalRHM, Car,547366.9086,4175641.104,{10:25200};{25300:80000},,,
rideHailVehicle-020100-2012000028777-1-2084081, GlobalRHM, Car,555729.0749,4182789.675,{10:25200};{25300:80000},,,
rideHailVehicle-047701-2015000283136-1-2977530, GlobalRHM, Car,550226.4067,4181870.359,{10:25200};{25300:80000},,,
rideHailVehicle-025702-2015000866130-0-7312968, GlobalRHM, Car,556200.7578,4180403.267,{10:25200};{25300:80000},,,
rideHailVehicle-020300-2015000105861-0-5775240, GlobalRHM, Car,545953.6946,4178648.597,{10:25200};{25300:80000},,,
rideHailVehicle-010800-2016000432298-0-1196342, GlobalRHM, Car,550160.8,4180484.497,{10:25200};{25300:80000},,,
rideHailVehicle-060700-2014000005294-0-5007050, GlobalRHM, Car,551038.4796,4184088.94,{10:25200};{25300:80000},,,
rideHailVehicle-016400-2016000237898-0-5395521, GlobalRHM, Car,546197.6425,4181696.34,{10:25200};{25300:80000},,,
rideHailVehicle-010900-2013000465563-0-4744561, GlobalRHM, Car,551780.143,4178597.784,{10:25200};{25300:80000},,,
rideHailVehicle-030202-2014000751651-1-6807834, GlobalRHM, Car,545226.3823,4175343.87,{10:25200};{25300:80000},,,
rideHailVehicle-013102-2013000091344-1-5264971, GlobalRHM, Car,550913.7659,4186446.125,{10:25200};{25300:80000},,,
rideHailVehicle-012501-2016000706115-0-5135689, GlobalRHM, Car,549896.3173,4183601.823,{10:25200};{25300:80000},,,
rideHailVehicle-012301-2015000488247-0-177343, GlobalRHM, Car,553155.7772,4187167.196,{10:25200};{25300:80000},,,
rideHailVehicle-033000-2014000885580-0-2095585, GlobalRHM, Car,545276.9477,4181808.11,{10:25200};{25300:80000},,,
rideHailVehicle-022903-2014000691728-0-7301945, GlobalRHM, Car,555485.9556,4181570.557,{10:25200};{25300:80000},,,
rideHailVehicle-033204-2015000312571-0-6550920, GlobalRHM, Car,547460.1693,4172597.864,{10:25200};{25300:80000},,,
rideHailVehicle-060700-2016001337690-1-2592204, GlobalRHM, Car,550446.132,4176708.433,{10:25200};{25300:80000},,,
rideHailVehicle-016300-2015000074476-0-3233213, GlobalRHM, Car,553203.4173,4176628.989,{10:25200};{25300:80000},,,
rideHailVehicle-017601-2016000823983-0-1956252, GlobalRHM, Car,547215.784,4185456.132,{10:25200};{25300:80000},,,
rideHailVehicle-016900-2015001293998-0-7176369, GlobalRHM, Car,549822.8155,4176966.05,{10:25200};{25300:80000},,,
rideHailVehicle-032902-2013000836936-0-4765659, GlobalRHM, Car,545163.0157,4175738.094,{10:25200};{25300:80000},,,
rideHailVehicle-033204-2012000973077-0-822598, GlobalRHM, Car,550004.7251,4174917.833,{10:25200};{25300:80000},,,
rideHailVehicle-030301-2016001476215-0-7316562, GlobalRHM, Car,545265.2169,4182232.381,{10:25200};{25300:80000},,,
rideHailVehicle-016900-2015001293998-0-7176370, GlobalRHM, Car,548216.3996,4175857.63,{10:25200};{25300:80000},,,
rideHailVehicle-025402-2013000712809-0-6411568, GlobalRHM, Car,553322.6242,4177476.769,{10:25200};{25300:80000},,,
rideHailVehicle-030301-2016001389672-0-5531812, GlobalRHM, Car,546967.675,4180752.095,{10:25200};{25300:80000},,,
rideHailVehicle-600900-2013000179752-0-8087176, GlobalRHM, Car,545199.5856,4168260.533,{10:25200};{25300:80000},,,
rideHailVehicle-600900-2013000179752-0-8087175, GlobalRHM, Car,549231.5595,4171988.197,{10:25200};{25300:80000},,,
rideHailVehicle-030800-2016000227368-1-2604011, GlobalRHM, Car,542201.0334,4181598.009,{10:25200};{25300:80000},,,
rideHailVehicle-035202-2015000355565-0-1206636, GlobalRHM, Car,544858.2986,4178415.925,{10:25200};{25300:80000},,,
rideHailVehicle-010800-2016000432298-0-1196341, GlobalRHM, Car,550006.0355,4182087.199,{10:25200};{25300:80000},,,
rideHailVehicle-061500-2014000470961-6-1064420, GlobalRHM, Car,550533.2779,4184769.919,{10:25200};{25300:80000},,,
rideHailVehicle-035400-2016000410053-0-7952900, GlobalRHM, Car,542442.2847,4179092.997,{10:25200};{25300:80000},,,
rideHailVehicle-035400-2015000777810-0-2097385, GlobalRHM, Car,541777.1095,4175343.881,{10:25200};{25300:80000},,,
rideHailVehicle-017601-2016000010048-2-5644697, GlobalRHM, Car,551495.9601,4179945.312,{10:25200};{25300:80000},,,
rideHailVehicle-030101-2015001362468-1-1969863, GlobalRHM, Car,547689.8773,4180913.281,{10:25200};{25300:80000},,,
rideHailVehicle-042601-2013000611431-0-181602, GlobalRHM, Car,544633.8597,4181835.67,{10:25200};{25300:80000},,,
rideHailVehicle-035400-2016000410053-0-7952897, GlobalRHM, Car,544711.9722,4179039.109,{10:25200};{25300:80000},,,
rideHailVehicle-012800-2014001355299-0-3994709, GlobalRHM, Car,552379.1209,4181325.478,{10:25200};{25300:80000},,,
rideHailVehicle-016400-2015001364898-0-434884, GlobalRHM, Car,546877.1419,4184235.27,{10:25200};{25300:80000},,,
rideHailVehicle-030202-2016000076919-0-7444062, GlobalRHM, Car,547660.206,4178564.645,{10:25200};{25300:80000},,,
rideHailVehicle-017102-2015000610535-0-1066426, GlobalRHM, Car,548140.1605,4181030.131,{10:25200};{25300:80000},,,
rideHailVehicle-035300-2016000883913-0-5149467, GlobalRHM, Car,548905.0573,4180060.603,{10:25200};{25300:80000},,,
rideHailVehicle-016801-2015000213706-0-5009188, GlobalRHM, Car,553394.8534,4177291.691,{10:25200};{25300:80000},,,
rideHailVehicle-010900-2012001140018-0-5010100, GlobalRHM, Car,551011.9371,4181142.078,{10:25200};{25300:80000},,,
rideHailVehicle-035400-2016000410053-0-7952894, GlobalRHM, Car,546771.9169,4176352.045,{10:25200};{25300:80000},,,
rideHailVehicle-022801-2016000262460-0-1065031, GlobalRHM, Car,556740.2565,4182770.695,{10:25200};{25300:80000},,,
rideHailVehicle-016500-2016000168884-0-2089037, GlobalRHM, Car,547237.9448,4180118.206,{10:25200};{25300:80000},,,
rideHailVehicle-030101-2016001472918-0-4387278, GlobalRHM, Car,552298.5438,4178073.617,{10:25200};{25300:80000},,,
rideHailVehicle-035300-2012001378514-0-4131714, GlobalRHM, Car,543057.1758,4172342.464,{10:25200};{25300:80000},,,
rideHailVehicle-047902-2013001019908-0-941952, GlobalRHM, Car,542927.6422,4180431.234,{10:25200};{25300:80000},,,
rideHailVehicle-047802-2015000658288-0-4757823, GlobalRHM, Car,541848.6099,4181179.43,{10:25200};{25300:80000},,,
rideHailVehicle-025402-2013001153428-0-7813268, GlobalRHM, Car,552399.8887,4177863.608,{10:25200};{25300:80000},,,
rideHailVehicle-035100-2014000315414-0-2478042, GlobalRHM, Car,546920.8856,4180851.043,{10:25200};{25300:80000},,,
rideHailVehicle-016400-2016000237898-0-5395522, GlobalRHM, Car,548662.5984,4183246.612,{10:25200};{25300:80000},,,
rideHailVehicle-026303-2016000613976-0-7696445, GlobalRHM, Car,552408.0387,4178402.192,{10:25200};{25300:80000},,,
rideHailVehicle-033100-2016000792194-0-5020245, GlobalRHM, Car,549104.7052,4181144.351,{10:25200};{25300:80000},,,
rideHailVehicle-016100-2012000437445-0-4122773, GlobalRHM, Car,552071.6308,4178764.56,{10:25200};{25300:80000},,,
rideHailVehicle-016500-2013000194064-0-1960066, GlobalRHM, Car,550472.54,4181259.918,{10:25200};{25300:80000},,,
rideHailVehicle-042800-2016001351601-0-563357, GlobalRHM, Car,545624.9855,4175062.976,{10:25200};{25300:80000},,,
rideHailVehicle-033203-2012000297907-0-4129918, GlobalRHM, Car,542487.2982,4169975.714,{10:25200};{25300:80000},,,
rideHailVehicle-035300-2015000232684-0-4132395, GlobalRHM, Car,542057.3348,4178134.109,{10:25200};{25300:80000},,,
rideHailVehicle-020900-2015000488247-1-3100974, GlobalRHM, Car,550186.8863,4173943.056,{10:25200};{25300:80000},,,
rideHailVehicle-035400-2016000410053-0-7952893, GlobalRHM, Car,547739.6658,4175814.091,{10:25200};{25300:80000},,,
rideHailVehicle-061100-2013000008150-1-5392386, GlobalRHM, Car,550238.2367,4184848.56,{10:25200};{25300:80000},,,
rideHailVehicle-016300-2016000391945-0-7435413, GlobalRHM, Car,550326.0624,4182051.424,{10:25200};{25300:80000},,,
rideHailVehicle-021600-2013000573783-0-6667244, GlobalRHM, Car,548541.8672,4175014.784,{10:25200};{25300:80000},,,
rideHailVehicle-023003-2013000382737-0-1583444, GlobalRHM, Car,550482.9526,4172760.196,{10:25200};{25300:80000},,,
rideHailVehicle-016000-2012000503933-0-4756531, GlobalRHM, Car,552435.2014,4184088.562,{10:25200};{25300:80000},,,
rideHailVehicle-030202-2014000639823-0-6552181, GlobalRHM, Car,543523.1204,4181253.305,{10:25200};{25300:80000},,,
rideHailVehicle-016300-2016000202136-0-1070357, GlobalRHM, Car,549895.3958,4181451.508,{10:25200};{25300:80000},,,
rideHailVehicle-025401-2012001153799-0-3736387, GlobalRHM, Car,552716.8407,4176157.148,{10:25200};{25300:80000},,,
rideHailVehicle-030800-2013000290904-0-5656085, GlobalRHM, Car,549251.2384,4176593.094,{10:25200};{25300:80000},,,
rideHailVehicle-033000-2012001101876-1-1076126, GlobalRHM, Car,546232.5302,4176494.31,{10:25200};{25300:80000},,,
rideHailVehicle-016300-2013000560401-0-3485057, GlobalRHM, Car,546605.598,4182232.261,{10:25200};{25300:80000},,,
rideHailVehicle-042602-2012000478352-0-7815930, GlobalRHM, Car,545781.4555,4175302.261,{10:25200};{25300:80000},,,
rideHailVehicle-023300-2015001029325-0-3238751, GlobalRHM, Car,557302.744,4177440.971,{10:25200};{25300:80000},,,
rideHailVehicle-016000-2016001255287-0-2978180, GlobalRHM, Car,553212.8242,4185091.55,{10:25200};{25300:80000},,,
rideHailVehicle-016400-2015001364898-0-434883, GlobalRHM, Car,545929.5946,4183514.055,{10:25200};{25300:80000},,,
rideHailVehicle-020100-2013001461505-0-4626545, GlobalRHM, Car,556111.5013,4178850.005,{10:25200};{25300:80000},,,
rideHailVehicle-012202-2014001317122-0-4372663, GlobalRHM, Car,549167.2675,4183104.257,{10:25200};{25300:80000},,,
rideHailVehicle-033000-2014000265406-3-6294822, GlobalRHM, Car,549747.3115,4181085.87,{10:25200};{25300:80000},,,
rideHailVehicle-026401-2014000056046-0-4001548, GlobalRHM, Car,549338.4419,4177272.621,{10:25200};{25300:80000},,,
rideHailVehicle-600200-2015000249377-0-6945636, GlobalRHM, Car,549610.2797,4168308.052,{10:25200};{25300:80000},,,
rideHailVehicle-021800-2015000742202-0-4510986, GlobalRHM, Car,549661.0948,4175742.757,{10:25200};{25300:80000},,,
rideHailVehicle-021800-2015000742202-0-4510983, GlobalRHM, Car,550539.0696,4174067.754,{10:25200};{25300:80000},,,
rideHailVehicle-025402-2013000712809-0-6411570, GlobalRHM, Car,551112.7962,4181155.431,{10:25200};{25300:80000},,,
rideHailVehicle-042601-2012001371043-0-1069019, GlobalRHM, Car,548510.5281,4180830.127,{10:25200};{25300:80000},,,
rideHailVehicle-011100-2015001111372-0-2339532, GlobalRHM, Car,553037.4305,4186951.672,{10:25200};{25300:80000},,,
rideHailVehicle-030700-2013000784517-0-6678215, GlobalRHM, Car,543492.205,4175655.411,{10:25200};{25300:80000},,,
rideHailVehicle-021800-2013000371919-0-5656103, GlobalRHM, Car,553840.3355,4175903.173,{10:25200};{25300:80000},,,
rideHailVehicle-016400-2016001345781-0-3869012, GlobalRHM, Car,554341.0549,4179351.62,{10:25200};{25300:80000},,,
rideHailVehicle-023103-2014000917864-0-5400451, GlobalRHM, Car,554913.9942,4176684.597,{10:25200};{25300:80000},,,
rideHailVehicle-020100-2016000413711-0-52879, GlobalRHM, Car,545958.8795,4182353.128,{10:25200};{25300:80000},,,
rideHailVehicle-045100-2015001319835-0-7053555, GlobalRHM, Car,551212.3869,4179648.515,{10:25200};{25300:80000},,,
rideHailVehicle-033100-2016000792194-0-5020244, GlobalRHM, Car,540928.7785,4174547.869,{10:25200};{25300:80000},,,
rideHailVehicle-020900-2016000007292-0-6154398, GlobalRHM, Car,549220.92,4179074.108,{10:25200};{25300:80000},,,
rideHailVehicle-026303-2013000882280-0-1456533, GlobalRHM, Car,546634.1688,4170031.936,{10:25200};{25300:80000},,,
rideHailVehicle-031400-2014000403670-0-441060, GlobalRHM, Car,544631.2779,4178235.118,{10:25200};{25300:80000},,,
rideHailVehicle-017802-2014000839166-0-303344, GlobalRHM, Car,551158.0697,4178740.776,{10:25200};{25300:80000},,,
rideHailVehicle-015700-2014001212701-1-1324702, GlobalRHM, Car,548180.8476,4187005.663,{10:25200};{25300:80000},,,
rideHailVehicle-012202-2013000609715-0-5899894, GlobalRHM, Car,552719.2795,4180229.995,{10:25200};{25300:80000},,,
rideHailVehicle-013400-2012000349614-2-7176881, GlobalRHM, Car,551433.2567,4187614.971,{10:25200};{25300:80000},,,
rideHailVehicle-012800-2012000307582-0-1322049, GlobalRHM, Car,549523.067,4182877.673,{10:25200};{25300:80000},,,
rideHailVehicle-012301-2013000721346-0-1955284, GlobalRHM, Car,554446.2266,4179614.284,{10:25200};{25300:80000},,,
rideHailVehicle-015500-2014000174901-0-3612083, GlobalRHM, Car,546890.3046,4183832.624,{10:25200};{25300:80000},,,
rideHailVehicle-600200-2015000249377-0-6945635, GlobalRHM, Car,547185.3972,4168527.451,{10:25200};{25300:80000},,,
rideHailVehicle-025100-2012000275249-0-7557902, GlobalRHM, Car,555943.4634,4175418.898,{10:25200};{25300:80000},,,
rideHailVehicle-016300-2013000560401-0-3485055, GlobalRHM, Car,548599.959,4183546.82,{10:25200};{25300:80000},,,
rideHailVehicle-016400-2015001093698-0-2723664, GlobalRHM, Car,545489.1628,4180122.711,{10:25200};{25300:80000},,,
rideHailVehicle-022903-2014000691728-0-7301946, GlobalRHM, Car,551860.9941,4179898.615,{10:25200};{25300:80000},,,
rideHailVehicle-023003-2012000121328-0-7057840, GlobalRHM, Car,555197.309,4175276.368,{10:25200};{25300:80000},,,
rideHailVehicle-015500-2012001093907-0-6286883, GlobalRHM, Car,548692.9075,4184261.474,{10:25200};{25300:80000},,,
rideHailVehicle-026401-2014000622970-0-4128923, GlobalRHM, Car,548923.3805,4172782.51,{10:25200};{25300:80000},,,
rideHailVehicle-025403-2014000405130-0-7686787, GlobalRHM, Car,553719.584,4174868.47,{10:25200};{25300:80000},,,
rideHailVehicle-016200-2013000629950-0-2722574, GlobalRHM, Car,552931.1933,4185197.311,{10:25200};{25300:80000},,,
rideHailVehicle-032601-2013001351602-0-3114468, GlobalRHM, Car,547322.918,4183076.309,{10:25200};{25300:80000},,,
rideHailVehicle-035100-2014000315414-0-2478045, GlobalRHM, Car,540231.0184,4180209.867,{10:25200};{25300:80000},,,
rideHailVehicle-031302-2014001135852-0-7569352, GlobalRHM, Car,550885.5147,4172212.575,{10:25200};{25300:80000},,,
rideHailVehicle-030102-2014000737619-0-7570835, GlobalRHM, Car,547391.3049,4184477.033,{10:25200};{25300:80000},,,
rideHailVehicle-035300-2016000883913-0-5149468, GlobalRHM, Car,540966.0348,4175986.34,{10:25200};{25300:80000},,,
rideHailVehicle-026200-2012000899249-0-6805562, GlobalRHM, Car,548929.3413,4169532.372,{10:25200};{25300:80000},,,
rideHailVehicle-035300-2016000883913-0-5149469, GlobalRHM, Car,540657.1781,4182541.799,{10:25200};{25300:80000},,,
rideHailVehicle-022600-2015001087739-1-7174709, GlobalRHM, Car,555924.3064,4181539.766,{10:25200};{25300:80000},,,
rideHailVehicle-032700-2013000255010-0-2477702, GlobalRHM, Car,541705.9391,4178927.103,{10:25200};{25300:80000},,,
rideHailVehicle-017601-2012000405878-0-5516643, GlobalRHM, Car,550269.8058,4184686.65,{10:25200};{25300:80000},,,
rideHailVehicle-020200-2013000318971-0-5008558, GlobalRHM, Car,550478.0648,4183838.529,{10:25200};{25300:80000},,,
rideHailVehicle-010400-2013000141206-0-6030423, GlobalRHM, Car,554736.0151,4185439.861,{10:25200};{25300:80000},,,
rideHailVehicle-030800-2015000705172-0-5529689, GlobalRHM, Car,541956.7604,4176241.485,{10:25200};{25300:80000},,,
rideHailVehicle-032902-2013000836936-0-4765660, GlobalRHM, Car,543669.9159,4180780.226,{10:25200};{25300:80000},,,
rideHailVehicle-042601-2013000953782-0-3358391, GlobalRHM, Car,543146.2511,4176776.329,{10:25200};{25300:80000},,,
rideHailVehicle-016500-2013000373520-0-55086, GlobalRHM, Car,552937.7384,4179328.811,{10:25200};{25300:80000},,,
rideHailVehicle-020700-2014001294560-0-3608967, GlobalRHM, Car,551761.9233,4178161.658,{10:25200};{25300:80000},,,
rideHailVehicle-025701-2012000622524-0-438814, GlobalRHM, Car,553156.5291,4172995.604,{10:25200};{25300:80000},,,
rideHailVehicle-020600-2015000596876-0-178965, GlobalRHM, Car,555105.9161,4180209.963,{10:25200};{25300:80000},,,
rideHailVehicle-047902-2013001019908-0-941951, GlobalRHM, Car,541958.872,4181704.513,{10:25200};{25300:80000},,,
rideHailVehicle-030800-2016001364106-0-950541, GlobalRHM, Car,546787.1463,4178609.375,{10:25200};{25300:80000},,,
rideHailVehicle-013101-2014001499292-0-2467745, GlobalRHM, Car,551329.4606,4180266.22,{10:25200};{25300:80000},,,
rideHailVehicle-035100-2014000688612-0-7952302, GlobalRHM, Car,545704.5496,4178714.808,{10:25200};{25300:80000},,,
rideHailVehicle-013101-2014001499292-0-2467744, GlobalRHM, Car,547806.8267,4184279.188,{10:25200};{25300:80000},,,
rideHailVehicle-030700-2014001382787-0-4257715, GlobalRHM, Car,548653.5077,4178077.447,{10:25200};{25300:80000},,,
rideHailVehicle-030202-2013001137202-0-4004833, GlobalRHM, Car,549091.5896,4175370.65,{10:25200};{25300:80000},,,
rideHailVehicle-030302-2012001160042-0-6679680, GlobalRHM, Car,544959.4763,4174831.518,{10:25200};{25300:80000},,,
rideHailVehicle-031400-2013001106601-0-2221290, GlobalRHM, Car,546191.1154,4170106.509,{10:25200};{25300:80000},,,
rideHailVehicle-061400-2015001282334-1-1828608, GlobalRHM, Car,552620.007,4179200.692,{10:25200};{25300:80000},,,
rideHailVehicle-033100-2012001472832-0-4002900, GlobalRHM, Car,542774.5705,4177811.862,{10:25200};{25300:80000},,,
rideHailVehicle-030202-2016000076919-0-7444063, GlobalRHM, Car,551452.251,4178503.577,{10:25200};{25300:80000},,,
rideHailVehicle-025500-2015001456857-0-5529857, GlobalRHM, Car,553308.471,4172925.349,{10:25200};{25300:80000},,,
rideHailVehicle-026004-2013001289447-0-4762612, GlobalRHM, Car,553942.2519,4170810.238,{10:25200};{25300:80000},,,
rideHailVehicle-033204-2013001005226-0-2603181, GlobalRHM, Car,542383.318,4179771.463,{10:25200};{25300:80000},,,
rideHailVehicle-023003-2013000382737-0-1583441, GlobalRHM, Car,556846.7559,4177165.428,{10:25200};{25300:80000},,,
rideHailVehicle-021300-2012000618474-0-938383, GlobalRHM, Car,547985.5686,4177331.125,{10:25200};{25300:80000},,,
rideHailVehicle-010500-2016000806879-0-2965552, GlobalRHM, Car,556801.8386,4186043.428,{10:25200};{25300:80000},,,
rideHailVehicle-061400-2013001270771-1-557155, GlobalRHM, Car,557673.4676,4181101.768,{10:25200};{25300:80000},,,
rideHailVehicle-010600-2014001477120-0-1565719, GlobalRHM, Car,551968.764,4186671.927,{10:25200};{25300:80000},,,
rideHailVehicle-016000-2012000503933-0-4756530, GlobalRHM, Car,552616.8218,4180506.378,{10:25200};{25300:80000},,,
rideHailVehicle-047701-2012000506200-0-6286721, GlobalRHM, Car,543371.5954,4175502.915,{10:25200};{25300:80000},,,
rideHailVehicle-010400-2012001111568-1-1195213, GlobalRHM, Car,555980.5193,4184497.595,{10:25200};{25300:80000},,,
rideHailVehicle-030800-2016000227368-1-2604009, GlobalRHM, Car,542361.7492,4182004.723,{10:25200};{25300:80000},,,
rideHailVehicle-600200-2015000929834-0-962364, GlobalRHM, Car,551536.2868,4175560.563,{10:25200};{25300:80000},,,
rideHailVehicle-030301-2016000012842-0-7188527, GlobalRHM, Car,551521.0341,4174602.84,{10:25200};{25300:80000},,,
rideHailVehicle-060700-2014000470961-5-4879478, GlobalRHM, Car,550643.469,4175697.968,{10:25200};{25300:80000},,,
rideHailVehicle-035400-2016000410053-0-7952896, GlobalRHM, Car,541650.0725,4180015.187,{10:25200};{25300:80000},,,
rideHailVehicle-035100-2012000390561-0-7061062, GlobalRHM, Car,548701.2513,4183243.653,{10:25200};{25300:80000},,,
rideHailVehicle-030600-2015000935210-0-1713068, GlobalRHM, Car,547357.999,4172496.293,{10:25200};{25300:80000},,,
rideHailVehicle-020900-2015000488247-1-3100975, GlobalRHM, Car,554459.7226,4173755.092,{10:25200};{25300:80000},,,
rideHailVehicle-035202-2015000355565-0-1206633, GlobalRHM, Car,544582.5514,4177932.81,{10:25200};{25300:80000},,,
rideHailVehicle-026402-2016000321066-0-2094432, GlobalRHM, Car,550540.6922,4173765.535,{10:25200};{25300:80000},,,
rideHailVehicle-031400-2016000027951-1-62993, GlobalRHM, Car,553026.5509,4176176.295,{10:25200};{25300:80000},,,
rideHailVehicle-023003-2016000498183-0-314089, GlobalRHM, Car,557907.3112,4174809.874,{10:25200};{25300:80000},,,
rideHailVehicle-012501-2016000706115-0-5135690, GlobalRHM, Car,546931.1574,4182577.105,{10:25200};{25300:80000},,,
rideHailVehicle-010200-2013001407490-0-7050876, GlobalRHM, Car,551852.2698,4182584.239,{10:25200};{25300:80000},,,
rideHailVehicle-026401-2014000622970-0-4128924, GlobalRHM, Car,554972.4975,4177357.151,{10:25200};{25300:80000},,,
rideHailVehicle-013500-2015000443201-0-5647719, GlobalRHM, Car,552717.8001,4181242.52,{10:25200};{25300:80000},,,
rideHailVehicle-060700-2016000674094-2-7939145, GlobalRHM, Car,552706.1541,4185361.705,{10:25200};{25300:80000},,,
rideHailVehicle-026303-2016000613976-0-7696440, GlobalRHM, Car,553549.3116,4173999.548,{10:25200};{25300:80000},,,
rideHailVehicle-021500-2015001455603-1-559450, GlobalRHM, Car,546897.1948,4179115.172,{10:25200};{25300:80000},,,
rideHailVehicle-032801-2016000379814-0-571776, GlobalRHM, Car,549750.4819,4177386.562,{10:25200};{25300:80000},,,
rideHailVehicle-021500-2013001033977-0-4753730, GlobalRHM, Car,551815.4517,4173247.723,{10:25200};{25300:80000},,,
rideHailVehicle-033100-2016000792194-0-5020243, GlobalRHM, Car,549947.4477,4180526.89,{10:25200};{25300:80000},,,
rideHailVehicle-060502-2016001173133-0-3874245, GlobalRHM, Car,551239.5979,4178284.004,{10:25200};{25300:80000},,,
rideHailVehicle-042602-2012000478352-0-7815929, GlobalRHM, Car,550556.0681,4175598.352,{10:25200};{25300:80000},,,
rideHailVehicle-035400-2015000576110-0-6296819, GlobalRHM, Car,538321.9592,4178589.851,{10:25200};{25300:80000},,,
rideHailVehicle-026402-2015000950980-0-6421393, GlobalRHM, Car,553431.7598,4178267.645,{10:25200};{25300:80000},,,
rideHailVehicle-025701-2016000056682-0-5018368, GlobalRHM, Car,551499.873,4174465.783,{10:25200};{25300:80000},,,
rideHailVehicle-025200-2015000075945-0-4754161, GlobalRHM, Car,549091.8036,4179816.267,{10:25200};{25300:80000},,,
rideHailVehicle-035100-2014000315414-0-2478041, GlobalRHM, Car,541170.3378,4173414.625,{10:25200};{25300:80000},,,
rideHailVehicle-012202-2016001049565-0-3607897, GlobalRHM, Car,551565.145,4182684.464,{10:25200};{25300:80000},,,
rideHailVehicle-021600-2015000197744-0-1066327, GlobalRHM, Car,549616.8135,4179669.379,{10:25200};{25300:80000},,,
rideHailVehicle-030202-2016000025297-0-5404271, GlobalRHM, Car,541984.7642,4177722.831,{10:25200};{25300:80000},,,
